Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type_x,Address,City,Contact,Receiver_ID,Status,Type_y
94,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,Young-Luna,Restaurant,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,747.0,Completed,Shelter
94,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,Young-Luna,Restaurant,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,547.0,Cancelled,Charity
95,Pasta,19,2025-03-24,120,Restaurant,New Lisa,Vegan,Snacks,Burns-Davis,Restaurant,"100 Jill Trail Suite 664
Danielmouth, TX 62651",New Lisa,+1-749-554-2482x64065,438.0,Completed,Individual
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,595.0,Cancelled,Individual
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,800.0,Cancelled,Individual
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,170.0,Cancelled,Charity
97,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,350.0,Completed,Shelter
97,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,102.0,Pending,Individual
98,Salad,26,2025-03-29,632,Supermarket,Davidville,Vegetarian,Breakfast,"Oliver, Ross and Johnson",Supermarket,"24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,864.0,Cancelled,NGO
99,Bread,8,2025-03-28,162,Restaurant,Penabury,Non-Vegetarian,Dinner,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178,,,
100,Vegetables,22,2025-03-18,647,Restaurant,West Kara,Vegan,Breakfast,Hayes Inc,Restaurant,"196 Emma Ville
South Lisaside, CT 21368",West Kara,423-402-5949x4533,729.0,Completed,Charity
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,995.0,Completed,Individual
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,892.0,Pending,NGO
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,538.0,Completed,Individual
102,Rice,35,2025-03-19,584,Supermarket,Moralesside,Vegetarian,Snacks,Sanders-Hale,Supermarket,"41546 Frank Islands
Lake Reginaldberg, AR 06319",Moralesside,+1-625-938-4941x95891,,,
103,Bread,35,2025-03-30,391,Supermarket,South Jerryside,Non-Vegetarian,Snacks,Lambert Ltd,Supermarket,"10860 Jones Fields
North Nicholasmouth, MI 89187",South Jerryside,351.542.5864x527,,,
104,Dairy,3,2025-03-29,468,Supermarket,East Johnburgh,Non-Vegetarian,Dinner,Alexander-Mendoza,Supermarket,"08769 Colleen Mount Apt. 218
Torresberg, TN 59083",East Johnburgh,596.249.3643x159,977.0,Pending,Charity
105,Rice,2,2025-03-24,698,Grocery Store,Phillipsmouth,Non-Vegetarian,Breakfast,Hawkins-Novak,Grocery Store,"2372 Jessica Lake
Lake Tamara, NY 49712",Phillipsmouth,961.144.7736x679,,,
106,Rice,31,2025-03-19,253,Catering Service,Sharonton,Vegetarian,Breakfast,Gonzales-Keith,Catering Service,"4934 Mitchell Lake
Sharonchester, NJ 09163",Sharonton,986-491-7149x656,645.0,Cancelled,NGO
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,Catering Service,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,997.0,Cancelled,NGO
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,Catering Service,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,531.0,Cancelled,Charity
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,Catering Service,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,93.0,Cancelled,Individual
108,Fruits,22,2025-03-25,835,Catering Service,Thorntonbury,Non-Vegetarian,Snacks,Smith-Paul,Catering Service,"807 Taylor Stream
New Cameron, AR 20442",Thorntonbury,001-222-287-5923x26280,927.0,Cancelled,Individual
109,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,Novak Group,Grocery Store,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,866.0,Pending,Shelter
109,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,Novak Group,Grocery Store,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,935.0,Completed,NGO
110,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,772.0,Completed,Charity
110,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,901.0,Completed,Shelter
111,Soup,13,2025-03-17,904,Grocery Store,West Miaside,Vegetarian,Snacks,Smith-Morales,Grocery Store,"92861 Megan Extension Apt. 163
Jacobsburgh, MD 32991",West Miaside,481.162.2452x4959,416.0,Completed,Shelter
112,Chicken,32,2025-03-25,308,Catering Service,Brittanyside,Vegetarian,Lunch,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,,,
113,Soup,14,2025-03-16,623,Supermarket,Latoyaberg,Vegetarian,Breakfast,Williams Inc,Supermarket,"8908 Rich Road
Marvinfurt, MT 26167",Latoyaberg,(031)347-8261,255.0,Pending,Individual
114,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,695.0,Pending,Individual
114,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,974.0,Cancelled,NGO
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,679.0,Completed,Shelter
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,162.0,Cancelled,Individual
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,882.0,Pending,Shelter
116,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,"Jones, Calderon and Finley",Supermarket,"213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,267.0,Completed,Shelter
116,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,"Jones, Calderon and Finley",Supermarket,"213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,600.0,Completed,Individual
117,Soup,32,2025-03-21,530,Catering Service,Johnstonhaven,Non-Vegetarian,Snacks,"Spencer, Eaton and Young",Catering Service,"904 Freeman Lodge Suite 905
Lake Stephanieshire, NE 73215",Johnstonhaven,808.707.2502x64682,,,
118,Dairy,42,2025-03-28,863,Restaurant,Port Michael,Vegan,Lunch,Johnson-Mejia,Restaurant,"USNS Callahan
FPO AA 79594",Port Michael,(145)733-6977x4017,,,
119,Bread,49,2025-03-28,135,Catering Service,East Candace,Non-Vegetarian,Breakfast,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,279.0,Pending,Charity
120,Rice,30,2025-03-18,785,Catering Service,Lindseybury,Vegan,Lunch,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,713.0,Cancelled,Shelter
121,Vegetables,16,2025-03-30,314,Restaurant,Rodriguezfurt,Non-Vegetarian,Dinner,Wright-Mcclure,Restaurant,"569 Laurie Lake
Lake Erikview, WY 06966",Rodriguezfurt,+1-982-494-3609x2407,,,
122,Fruits,7,2025-03-20,846,Supermarket,South Thomasville,Vegan,Snacks,Miller Inc,Supermarket,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,,,
123,Soup,11,2025-03-25,148,Grocery Store,Annahaven,Vegetarian,Lunch,"Perry, Cabrera and Owens",Grocery Store,"97775 Rice Forks
Johnsontown, RI 35006",Annahaven,626-321-0040x18014,,,
124,Salad,50,2025-03-19,909,Restaurant,Sheilaburgh,Vegetarian,Snacks,"Gibbs, Green and Krause",Restaurant,"9340 Dalton Junctions Suite 998
Tiffanymouth, SD 76155",Sheilaburgh,001-228-747-8247x18530,,,
125,Rice,21,2025-03-17,982,Grocery Store,Westbury,Vegan,Dinner,Martinez PLC,Grocery Store,"93509 Solomon Station
Sarahview, NH 55581",Westbury,944-129-2371x8219,549.0,Cancelled,NGO
126,Dairy,27,2025-03-18,54,Supermarket,Lake Rachael,Vegan,Lunch,"Bennett, Phillips and Green",Supermarket,"Unit 0882 Box 8764
DPO AE 00627",Lake Rachael,001-350-580-0382x854,122.0,Pending,NGO
127,Rice,48,2025-03-30,763,Restaurant,Josephburgh,Vegan,Snacks,Manning Ltd,Restaurant,"91482 Adam Light Suite 699
Robertberg, MA 25709",Josephburgh,187-286-3552,,,
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,660.0,Cancelled,Charity
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,276.0,Cancelled,Individual
129,Chicken,26,2025-03-21,798,Grocery Store,North Amanda,Vegan,Dinner,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,531.0,Pending,Charity
130,Vegetables,47,2025-03-29,997,Catering Service,East Rossside,Vegan,Breakfast,Garza-Williams,Catering Service,"08864 Figueroa Radial Suite 948
Jennaberg, AZ 21207",East Rossside,001-924-441-3963x746,,,
131,Fish,16,2025-03-18,241,Catering Service,Devinmouth,Vegan,Dinner,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,72.0,Completed,Shelter
132,Soup,20,2025-03-19,840,Restaurant,Cisnerostown,Non-Vegetarian,Snacks,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,358.0,Pending,Charity
133,Rice,28,2025-03-19,795,Catering Service,Brownberg,Vegan,Lunch,Rollins-Mclaughlin,Catering Service,"9872 Reginald Locks Suite 116
Deniseland, CO 25700",Brownberg,728-509-6340x7211,128.0,Completed,Charity
134,Rice,1,2025-03-16,39,Supermarket,Brittanyville,Vegan,Dinner,Fernandez-Bridges,Supermarket,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076,600.0,Cancelled,Individual
135,Rice,44,2025-03-23,980,Restaurant,Port Melissa,Vegan,Lunch,Baker Group,Restaurant,"82725 Walker Parkway
Karimouth, VA 07630",Port Melissa,808.838.1022x168,529.0,Cancelled,Charity
136,Bread,29,2025-03-17,723,Supermarket,Jessicaland,Vegan,Dinner,Butler-Phillips,Supermarket,"USNV Gordon
FPO AP 25294",Jessicaland,+1-366-362-7376x557,65.0,Pending,NGO
137,Pasta,29,2025-03-19,87,Grocery Store,West Adam,Vegetarian,Snacks,"Young, Townsend and Mccarthy",Grocery Store,"4577 Shannon Tunnel Suite 786
Jamesview, CT 96322",West Adam,001-286-579-2810x1913,173.0,Pending,NGO
138,Soup,24,2025-03-18,558,Catering Service,North Sharonberg,Non-Vegetarian,Snacks,Beck Group,Catering Service,"0291 Williams Harbor Suite 127
Hooverchester, ID 89542",North Sharonberg,+1-153-394-0994,233.0,Cancelled,Charity
139,Rice,3,2025-03-20,446,Catering Service,Port Richardshire,Vegetarian,Dinner,Nichols-Barnes,Catering Service,"PSC 0287, Box 6878
APO AP 95472",Port Richardshire,507-731-3315,,,
140,Chicken,18,2025-03-16,967,Grocery Store,Coleburgh,Vegan,Dinner,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,,,
141,Dairy,33,2025-03-29,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,Moreno-Melton,Supermarket,"88171 Teresa Station
New Shane, UT 53712",Lake Mistyton,001-098-297-7862x776,789.0,Pending,NGO
141,Dairy,33,2025-03-29,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,Moreno-Melton,Supermarket,"88171 Teresa Station
New Shane, UT 53712",Lake Mistyton,001-098-297-7862x776,693.0,Pending,Individual
142,Soup,41,2025-03-29,368,Grocery Store,North Lindseychester,Vegetarian,Snacks,Smith-Villegas,Grocery Store,"5916 Craig Courts
New Kevinfurt, MS 57479",North Lindseychester,001-467-901-7553,,,
143,Fish,18,2025-03-24,938,Restaurant,Hollyhaven,Non-Vegetarian,Lunch,Barker LLC,Restaurant,"5999 Brenda Trail Apt. 807
Amberstad, VT 22034",Hollyhaven,+1-530-780-2072x25507,880.0,Cancelled,Shelter
144,Bread,18,2025-03-18,810,Catering Service,Lake Jason,Vegan,Lunch,"Austin, Griffin and Ward",Catering Service,"5382 Michelle Manor Apt. 817
East James, MO 47545",Lake Jason,(877)527-5031,423.0,Completed,Individual
145,Rice,12,2025-03-29,751,Restaurant,East Richardside,Vegan,Lunch,"Bryant, Jacobson and West",Restaurant,"127 Michelle Views Suite 097
Lake Steven, TX 04725",East Richardside,001-075-347-0236x69878,,,
146,Chicken,17,2025-03-25,172,Grocery Store,Garciaside,Vegan,Lunch,"Parker, Macdonald and Espinoza",Grocery Store,"708 Jones Estates Suite 598
Lake Samuel, RI 75975",Garciaside,776-066-7306x648,,,
147,Vegetables,47,2025-03-30,619,Grocery Store,North Katelynland,Non-Vegetarian,Breakfast,"Hopkins, Mora and Green",Grocery Store,"036 Valerie Land
Garzashire, WI 83113",North Katelynland,001-965-519-2456x24569,,,
148,Pasta,16,2025-03-18,650,Restaurant,Garzaville,Non-Vegetarian,Breakfast,Pugh Group,Restaurant,"53593 Andrew Vista Apt. 903
Martinfurt, KY 87501",Garzaville,+1-089-261-9866x15160,495.0,Completed,Individual
149,Fish,18,2025-03-20,816,Supermarket,New Jamesburgh,Vegetarian,Breakfast,Dunlap Inc,Supermarket,"416 Mariah Ridge Suite 777
New Laurafurt, TN 19711",New Jamesburgh,909-720-0844,985.0,Pending,NGO
150,Fish,50,2025-03-28,332,Restaurant,West Whitneymouth,Vegan,Snacks,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,282.0,Cancelled,Shelter
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Vegetarian,Dinner,Parsons Ltd,Supermarket,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,965.0,Cancelled,NGO
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Vegetarian,Dinner,Parsons Ltd,Supermarket,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,619.0,Cancelled,NGO
151,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Vegetarian,Dinner,Parsons Ltd,Supermarket,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,508.0,Cancelled,Individual
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,45.0,Completed,Charity
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,550.0,Pending,Individual
152,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-Vegetarian,Dinner,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,347.0,Pending,Individual
153,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Vegetarian,Breakfast,"Ballard, Stanley and Hill",Restaurant,"USCGC Holt
FPO AA 27710",Port Andrea,409.995.2073x69158,35.0,Pending,Shelter
153,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Vegetarian,Breakfast,"Ballard, Stanley and Hill",Restaurant,"USCGC Holt
FPO AA 27710",Port Andrea,409.995.2073x69158,475.0,Pending,Individual
154,Pasta,46,2025-03-30,4,Grocery Store,Mendezmouth,Vegan,Breakfast,"Clark, Prince and Williams",Grocery Store,"467 Bell Trail Suite 409
Port Jesus, IA 61188",Mendezmouth,556.944.8935x401,785.0,Completed,Charity
155,Fruits,20,2025-03-20,602,Grocery Store,North Destiny,Vegan,Dinner,Cole LLC,Grocery Store,"USS Zhang
FPO AP 50279",North Destiny,001-078-379-8075x2377,,,
156,Fish,24,2025-03-19,970,Catering Service,Jeffreybury,Vegetarian,Snacks,"Lewis, Preston and Price",Catering Service,"6974 Paul Estate
Lake Jacob, NV 24380",Jeffreybury,6685913720,113.0,Cancelled,Shelter
156,Fish,24,2025-03-19,970,Catering Service,Jeffreybury,Vegetarian,Snacks,"Lewis, Preston and Price",Catering Service,"6974 Paul Estate
Lake Jacob, NV 24380",Jeffreybury,6685913720,482.0,Completed,NGO
157,Chicken,37,2025-03-20,600,Catering Service,Meganshire,Vegan,Breakfast,Green LLC,Catering Service,"898 Michael Mall
East Randy, RI 35381",Meganshire,659-948-4636,374.0,Pending,Individual
158,Bread,22,2025-03-30,687,Catering Service,North James,Vegetarian,Breakfast,Mcdonald-Howell,Catering Service,"93955 Mann Pines
Port Stevenbury, PA 67605",North James,504-183-2400x84016,,,
159,Pasta,7,2025-03-27,653,Catering Service,Cameronside,Vegan,Lunch,"Perry, Perez and Carter",Catering Service,"178 Randy Fords
East Chadton, TX 86183",Cameronside,085.588.5857,,,
160,Rice,27,2025-03-23,367,Grocery Store,Deckermouth,Vegetarian,Snacks,Patel and Sons,Grocery Store,"7364 Green Wall Suite 340
Fisherbury, VA 78253",Deckermouth,+1-731-068-2964x54440,292.0,Cancelled,NGO
160,Rice,27,2025-03-23,367,Grocery Store,Deckermouth,Vegetarian,Snacks,Patel and Sons,Grocery Store,"7364 Green Wall Suite 340
Fisherbury, VA 78253",Deckermouth,+1-731-068-2964x54440,442.0,Cancelled,NGO
161,Vegetables,32,2025-03-20,414,Supermarket,New Matthew,Non-Vegetarian,Breakfast,Gonzales Group,Supermarket,"9183 Robert Mill Suite 331
Curtisview, MI 18328",New Matthew,+1-790-667-8198x9396,298.0,Cancelled,NGO
162,Pasta,50,2025-03-21,826,Supermarket,Lake Karenfurt,Non-Vegetarian,Breakfast,"Rogers, Harmon and Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106,908.0,Pending,NGO
163,Bread,45,2025-03-16,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,250.0,Cancelled,Charity
163,Bread,45,2025-03-16,251,Restaurant,East Terrancemouth,Vegetarian,Dinner,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,694.0,Pending,Shelter
164,Dairy,22,2025-03-27,432,Restaurant,Carolchester,Vegan,Dinner,Meyer and Sons,Restaurant,"08209 Eaton Streets Apt. 968
South Laurenside, RI 88383",Carolchester,001-738-662-6338,908.0,Pending,NGO
164,Dairy,22,2025-03-27,432,Restaurant,Carolchester,Vegan,Dinner,Meyer and Sons,Restaurant,"08209 Eaton Streets Apt. 968
South Laurenside, RI 88383",Carolchester,001-738-662-6338,185.0,Cancelled,Individual
165,Bread,22,2025-03-28,90,Supermarket,Lake Kristentown,Vegetarian,Lunch,Miller Group,Supermarket,"8851 Powell Cliffs Apt. 635
South Michael, MO 83778",Lake Kristentown,001-311-806-0098x37361,997.0,Cancelled,NGO
165,Bread,22,2025-03-28,90,Supermarket,Lake Kristentown,Vegetarian,Lunch,Miller Group,Supermarket,"8851 Powell Cliffs Apt. 635
South Michael, MO 83778",Lake Kristentown,001-311-806-0098x37361,681.0,Cancelled,Shelter
166,Soup,9,2025-03-17,58,Grocery Store,North Kevinhaven,Vegan,Lunch,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,874.0,Pending,Individual
166,Soup,9,2025-03-17,58,Grocery Store,North Kevinhaven,Vegan,Lunch,"Martin, Tyler and Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,536.0,Pending,Shelter
167,Fish,4,2025-03-20,134,Supermarket,West Melissa,Vegetarian,Lunch,Cook Ltd,Supermarket,"15130 Parker Hill
Adkinsville, MN 48860",West Melissa,(340)959-7188x4581,266.0,Pending,Shelter
168,Salad,26,2025-03-20,306,Catering Service,North Keith,Non-Vegetarian,Lunch,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,695.0,Pending,Individual
168,Salad,26,2025-03-20,306,Catering Service,North Keith,Non-Vegetarian,Lunch,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,561.0,Completed,NGO
